area,bedrooms,bathrooms,latitude,longitude,location,price
5986,3,1,19.31274677851802,72.68270691197091,rural,2826924
7599,2,3,19.015787890067177,72.80883010032048,suburban,37525575
1275,4,4,19.144319759521956,72.76512536538053,suburban,16682062
8726,4,3,19.078289061376598,72.84643964463402,urban,68443657
3652,2,4,19.158069104569265,72.74535419235458,suburban,17279254
2085,5,2,19.09835113590298,72.9054350062884,urban,15339111
4443,1,4,19.076118284724515,72.90602133843664,urban,29720260
8055,4,2,19.05769030044282,72.87931596467165,urban,63163205
3573,2,3,19.094655826397215,72.84450731473044,urban,30274788
1521,3,1,19.05336219673822,72.89290366033937,urban,21528664
4343,2,2,19.191536011982954,72.97703026464531,suburban,17883591
8489,5,3,19.074205490200498,72.91583222654138,urban,72869388
7373,1,3,19.33638551463079,73.0749042294955,rural,26243734
6175,5,4,19.092768668576984,72.91714526188235,urban,47160909
661,3,2,19.14387087327035,72.9791663538742,suburban,1000000
4797,3,3,19.053945515532014,72.89629813592933,urban,30612496
1495,3,1,19.033773463524817,72.89393585818888,urban,12623563
8129,3,4,19.11608111209453,72.92463702910185,urban,61212713
9967,2,4,19.00433677989745,72.75281020433921,suburban,55553343
1516,3,3,19.135136931084944,72.96910236084892,suburban,10356339
8369,3,2,19.046278749825483,72.9210760683788,urban,54231816
6939,2,4,19.07871920710878,72.83768930825376,urban,53119859
8392,3,2,19.07098773167555,72.86032611954671,urban,66192290
7363,5,3,19.268330624082772,73.10892133634506,rural,21029041
8416,5,3,18.977803284037993,72.93651417311031,suburban,48488634
9029,4,2,19.07414393153558,72.90979058287019,urban,66973938
1378,5,1,19.108459464155096,72.85941353248481,urban,17849457
9768,1,4,18.92534805442886,73.16438685161872,rural,24592192
5387,1,3,19.036725195682347,72.89787270340031,urban,39410026
5359,1,1,19.023997673133113,72.93047590692207,suburban,36495260
6831,2,1,19.035603742923634,72.9241336522485,urban,45227104
9071,5,2,18.936616877334973,72.99268120312479,suburban,46917209
9184,1,2,19.27472528867106,72.6719415503141,rural,27331733
7708,4,2,19.25133543110097,73.11432674641958,rural,19497575
5776,2,1,19.220729696339287,73.02131952296253,suburban,30385813
2562,4,4,19.190434933599054,72.81392035322263,suburban,17982032
564,5,2,19.21607154042019,72.99761659228957,suburban,5273000
8506,3,4,19.083021030607323,72.92117612504894,urban,66630683
3068,4,2,19.277775665924285,72.69982694367214,rural,11529955
5963,3,1,19.17212653602921,72.96942419986628,suburban,26423925
2527,2,4,19.215158529494715,72.74313832331104,suburban,9344287
3195,4,4,19.02906132798971,72.87236514305062,urban,28603043
5758,4,1,19.144085801658004,72.81342659298511,suburban,28209218
6118,2,4,19.240861540601696,72.58408032396025,rural,16534562
7236,2,1,18.985863037260128,72.94397027020318,suburban,23642566
891,1,1,19.033881144921455,72.88238055742087,urban,10314045
6392,5,3,19.103310149520194,72.9227059835049,urban,57139979
4061,4,2,19.095852756296942,72.83764917576346,urban,35471016
6684,4,3,18.91272191754288,73.13743970728072,rural,23412726
3599,2,1,19.293085896294986,73.17419316520271,rural,12949628
6778,2,1,19.35298900359503,73.15681548570922,rural,16678323
8892,5,4,18.95160660761375,72.96359609146343,suburban,41795581
3604,2,1,19.153962216965464,72.76869925966965,suburban,20483714
7715,3,1,19.014792894943994,72.98445858148438,suburban,44376109
2954,3,1,19.18432192675234,72.9835678476665,suburban,9536230
9496,3,2,19.138330112204653,72.78368192256497,suburban,51844450
3231,3,3,19.157514349554464,72.97208315052922,suburban,18448870
8654,5,3,19.212273131259174,72.76214002307741,suburban,44030211
5556,4,2,19.112517098580504,72.91090659754822,urban,42258360
8610,3,2,19.101364598059916,72.8743058018319,urban,67583757
4340,2,2,18.81236819247713,73.09951130939642,rural,7760905
1528,3,3,19.35801652474588,73.1612812377696,rural,17815511
7885,5,3,19.211934267935202,72.81755426194923,suburban,34396320
1002,2,1,19.08082669468675,72.89288446184563,urban,1000000
7410,3,3,19.24894906639676,72.65687299327911,rural,22982887
9562,4,4,18.96579005144467,72.74219059632472,suburban,49309221
7438,2,3,19.16382915524293,72.72832062033629,suburban,39725923
4988,2,2,19.207524843444247,72.99466973872917,suburban,10298473
706,4,3,18.943864023278223,72.97964232178956,suburban,1000000
5634,2,1,19.194215482914885,72.9867221808807,suburban,25535793
6477,3,3,18.874548235057436,73.09200926308559,rural,22982552
8221,2,2,19.109928340192184,72.90399089177629,urban,53545475
7535,3,4,19.03786558705028,72.85225542500194,urban,60597038
1984,4,2,19.0286657724933,72.82849605679657,urban,15368402
8358,1,4,19.048437546928024,72.90763209480093,urban,64372289
1363,4,1,19.11647476581744,72.86687683658987,urban,11871701
3290,3,1,19.082319859660668,72.89830526019554,urban,26070161
7908,5,3,19.121293669925173,72.91899322372974,urban,61685350
9255,4,1,19.031719230338137,72.85251658432094,urban,76624853
5616,5,1,19.030914454395518,72.8893542420989,urban,44528097
6519,5,2,19.097049331647263,72.85852834123565,urban,56595263
2257,3,2,18.94061480918668,72.97298127504115,suburban,9327751
8074,3,3,19.025960030741068,72.81675102915816,suburban,47270790
6874,1,3,19.028550759795372,72.90593394577382,urban,50922453
7392,2,3,19.13127717878713,72.75280203667062,suburban,36072468
2178,4,3,19.263909089697957,73.15389152234879,rural,1000000
3742,3,2,19.28817895139908,73.17319084464688,rural,4974449
5136,4,3,19.067583512243292,72.9079801343968,urban,37298564
1559,5,3,19.15553285201402,72.95427962613603,suburban,1000000
7168,2,1,19.06504873619681,72.8412918026945,urban,50264712
3657,1,3,19.032696423528993,72.90648425762485,urban,31442262
6415,4,4,19.093591073180235,72.86887982246067,urban,54698431
3193,2,1,19.115622763517106,72.86878567524427,urban,16315307
4127,1,2,19.19702954714654,72.73678847247928,suburban,27990022
5950,4,4,18.97488952236604,72.75963636075534,suburban,35190827
2163,2,3,18.961280282770588,72.95345524383454,suburban,21441724
6092,3,1,19.046954573760186,72.83151849526796,urban,52376965
7892,4,3,19.08485398505754,72.91414293453508,urban,70874760
1806,2,1,19.02855782746232,72.84730297407293,urban,16275123
7276,1,3,19.072018505927044,72.89428968168423,urban,51617366
6364,2,4,18.900315620949517,72.71919577565441,rural,19832341
9974,3,2,19.20787097130573,72.82417650906872,suburban,39156442
8026,4,4,18.826472788581,73.04731130091537,rural,23056409
9401,4,4,19.179549264378625,72.73237683036358,suburban,47794491
6075,4,2,19.17475274212207,72.96769308630644,suburban,36266192
6030,3,1,19.03318898640311,72.88431475913409,urban,47527150
4913,1,1,19.210611969918993,73.02651175770626,suburban,21051911
4248,4,2,18.988006452433346,72.7865175647466,suburban,15384418
1163,1,3,18.835458035028957,72.61678913439226,rural,1000000
2498,2,1,19.167659310968318,72.99937085022592,suburban,11046764
8494,1,4,19.11808247944507,72.89810290027147,urban,61019394
1995,1,2,18.962309780718748,72.9808526075525,suburban,1000000
3804,4,4,18.907455552109187,73.10055665101841,rural,11359489
4263,5,1,19.183699992566932,72.76312972696988,suburban,20112021
5732,5,2,19.02235732874874,72.93347279588023,suburban,28362003
2353,3,2,19.041364580498833,72.92668826137694,urban,19768170
7085,3,1,19.160449501686312,72.79850266263587,suburban,33687610
1791,5,1,19.089532039068562,72.89291907851313,urban,21315670
4081,2,2,19.043544868957866,72.91962415409246,urban,27790075
8054,4,3,18.94595064534049,72.95073193168075,suburban,37267127
7780,4,2,19.071839085619885,72.86255204443424,urban,56802491
2136,2,3,18.94423652871744,72.81677355143789,suburban,11713487
4196,2,4,19.290204669582383,73.09800884069213,rural,12124057
1198,5,3,19.047816687020152,72.83799231735124,urban,8799121
5237,3,3,18.964219153717888,72.8103165525022,suburban,26914356
1354,2,1,18.983335077942897,72.80573535691418,suburban,8699832
8664,3,2,19.051971108010246,72.83696364627235,urban,69403306
6355,1,4,19.18203472029242,72.82499815819605,suburban,31309895
7892,4,2,19.160133052173496,72.99721575104898,suburban,36456075
7028,5,3,19.153910479553957,72.752826129089,suburban,32832640
5749,4,3,18.88980241492826,73.17657420153442,rural,17640235
5672,5,3,19.004299951976446,72.7496979243723,suburban,33617251
2207,1,2,18.82126102050407,72.59937043925257,rural,4501630
6291,4,3,19.17342475154003,72.73058908770179,suburban,30357497
6035,1,2,19.04781280396744,72.87909218530848,urban,43031513
5431,5,4,19.19098232443115,72.781903668395,suburban,32991631
4010,2,4,19.06764091877272,72.88017619540213,urban,25650315
702,4,2,19.221259567194657,72.77771688474637,suburban,1769160
4718,1,4,19.20187466215126,72.96145844577816,suburban,30577952
9458,4,1,19.020315801101614,72.79448220228913,suburban,54335903
4889,4,3,19.034531782424583,72.89353895591725,urban,39824525
2827,4,3,18.98746651986464,72.7405521058015,suburban,12672351
8504,3,3,19.05553432211723,72.89978888879622,urban,64312476
3431,1,1,18.96359832084143,73.00765946208293,suburban,16568422
8277,1,3,19.14270134170989,72.99473100376672,suburban,51676696
697,4,2,19.295471454538635,72.58946531363941,rural,5989656
7625,2,3,19.087195914299084,72.86404817334123,urban,63070892
2430,4,2,19.016527251464222,72.97305253420484,suburban,12650007
6787,3,4,18.98524967079624,72.78863338153218,suburban,32481931
9300,5,2,19.23045277584342,73.07203780951102,rural,27333587
9839,3,2,18.933946985138885,72.78647004141592,suburban,54384601
4782,2,2,19.045893012212503,72.84984270678602,urban,44984997
3011,4,3,19.21061913765848,72.73737422586595,suburban,11444612
1159,1,1,19.02006758100314,72.93673241370553,suburban,1000000
3311,4,1,19.20214490771468,72.97869918277964,suburban,15885342
7598,2,2,19.313620989674902,73.16123346701933,rural,25799651
7046,1,3,19.09547241276366,72.92037908456554,urban,50622828
2486,3,1,19.25800250626376,73.15336584739428,rural,8118059
8838,5,4,19.027446853607316,72.85086116803622,urban,63406125
3411,5,4,18.835123285865617,72.65233994907632,rural,8763807
2234,4,3,19.260789563691024,73.1289505206063,rural,2239856
2343,3,4,18.987056503352154,72.96459159158802,suburban,12007657
9180,2,4,19.13502527616832,72.80714580989599,suburban,47795250
3476,5,4,19.03684246741157,72.84845949788365,urban,32336032
2459,3,1,19.086706026792335,72.90091681708742,urban,17789725
6259,4,4,19.092030344696912,72.8752188137981,urban,43897926
7194,1,2,19.031243457109607,72.92360070106868,urban,46610839
2885,4,2,19.14280764608375,72.76085786295944,suburban,20891401
5236,4,4,19.0957777095981,72.8495049640189,urban,37650733
2302,3,2,18.878630555185396,73.03223088005167,rural,8877505
8655,5,1,19.187299298088156,72.75514994186237,suburban,36360860
8620,3,3,18.944215871117553,73.00157109574003,suburban,51241053
7116,1,2,18.991237339073102,72.76384751070958,suburban,48979214
6034,3,4,19.037509426390127,72.83643453751367,urban,48637948
4561,2,3,19.10414562991081,72.84329671180178,urban,33916022
762,4,3,19.043209267393046,72.91079231253568,urban,15043071
6787,5,4,18.96478603654368,72.7672284391846,suburban,33187094
9315,1,2,18.969100498559772,72.76752303096282,suburban,46191733
9708,4,1,19.04829733074676,72.84915624197005,urban,60781292
2549,3,2,19.234582773155797,73.1264298198214,rural,6211871
5923,2,2,19.037123920384666,72.86415389351183,urban,51193677
5048,3,1,19.14386632053312,72.79455182595991,suburban,23565049
3608,4,3,18.957668116111947,72.82694308992049,suburban,17131873
7658,1,1,19.127036154707778,72.75621315012313,suburban,35490254
7900,5,1,19.375102803772158,73.13773748915341,rural,32250628
3670,4,4,18.945529457179187,72.75721963487659,suburban,20510907
2755,1,4,18.972974172517247,72.98329987248341,suburban,13793940
1654,4,2,19.043919262285538,72.8500369051658,urban,12357630
4999,2,4,18.883842889856606,72.72616172759328,rural,19490857
6795,3,1,18.957390400841653,72.75873826842155,suburban,29966406
6697,5,1,19.094931080816107,72.92588625498736,urban,58698551
2148,1,4,18.98748396623655,72.99895255868766,suburban,9952790
6039,5,4,19.111428879874683,72.91350286068901,urban,53945827
4699,5,4,19.116226642542347,72.82824633242419,urban,36060220
8945,5,1,19.270728716749414,73.04778865268024,rural,31040888
3057,1,3,19.17554496426793,72.95329040428297,suburban,17833629
6092,1,3,19.0529769717189,72.91308913752835,urban,46069099
598,5,4,19.14376593681418,72.79097647052347,suburban,12033480
2700,3,2,18.83519973943051,73.03940436680078,rural,13578988
3461,4,2,19.08580649334298,72.91468595487072,urban,24751303
5473,5,3,19.212763557822786,72.98229186903751,suburban,25158521
4933,2,4,19.210840779881345,73.02351229445618,suburban,23270013
3369,5,1,19.108120385100115,72.8746360480677,urban,26155936
1456,1,2,19.147203106037793,72.73662912669245,suburban,11797012
8852,4,2,19.054174786419853,72.86179957227557,urban,70313004
6199,2,1,19.194607851185722,72.97548173083537,suburban,26160498
7444,4,1,19.24721719186185,72.61585269747316,rural,17138230
4993,4,4,19.076764942840203,72.90436214782535,urban,40544523
9992,2,1,19.338676339055908,73.0527522540331,rural,32350482
5411,5,1,18.96688477070349,73.00186328739314,suburban,35926331
4487,5,1,19.063195528732727,72.91472779959678,urban,36819301
6515,5,3,18.93157768584397,72.78229302390504,suburban,33322772
1718,3,1,19.051769645620237,72.85099699203155,urban,13105264
4996,5,2,19.261844558081158,73.1017822558069,rural,11333304
5235,2,4,19.01374904113201,73.01663560065283,suburban,26063541
5055,3,4,18.9662748269732,73.02642789983844,suburban,23292029
9646,5,4,18.933104085069882,72.79907430276403,suburban,47855557
8550,3,3,19.177651868682446,72.77683910523633,suburban,46391561
3946,2,2,18.82105165146501,72.7232549271145,rural,3058744
1545,5,1,19.17171778861233,72.7587992489155,suburban,1000000
7393,1,2,18.779399932567298,73.07790274266547,rural,14744025
2193,2,4,19.019502605752102,72.99607607747576,suburban,15411368
3936,4,1,19.10821376255297,72.90666160697171,urban,33037522
9254,4,4,19.346031527431393,73.04191078989538,rural,32105255
6395,2,4,19.004595984255623,72.9302680263859,suburban,24637128
3854,4,4,19.173928510469985,72.75348886400886,suburban,23049767
725,2,2,19.24295113221354,72.63080491174641,rural,1000000
5393,1,2,19.086087030208564,72.89680573641235,urban,35725096
7522,2,4,18.96988325562536,72.74946515557716,suburban,31260038
9651,5,4,19.08041292294042,72.86937905117428,urban,69940662
6100,5,1,18.939965693883988,72.730727165624,suburban,44407973
8496,3,4,19.312725644821082,73.1465689988819,rural,26859478
9507,4,4,19.287379545228944,73.12598447317032,rural,18819932
8183,4,4,18.991086625706163,73.02692766588814,suburban,34137810
5142,2,4,18.938707270168894,72.7469231486963,suburban,26017337
8179,4,2,19.352109362368818,72.68462622568497,rural,24408590
8708,5,4,19.185060348952398,72.98994196007934,suburban,42095034
7839,1,3,19.053724303999807,72.85636583187926,urban,68029513
9935,2,4,19.18619461625728,73.02495468804398,suburban,45185636
2705,4,2,19.260078432948454,73.07342678646002,rural,12473995
1569,5,3,19.28582233847891,72.60249888174795,rural,8410873
3944,3,3,19.002350352043205,72.80112055265111,suburban,32773729
1560,4,4,18.873484464863814,73.14841390978859,rural,16329096
2827,1,4,19.10459409178637,72.88600311063354,urban,25674883
3920,1,2,19.051773307805917,72.85049941802126,urban,30116313
801,4,3,19.227350105879562,72.6105526794689,rural,3719108
1106,4,3,19.10282825996284,72.83514020577286,urban,13464976
3670,5,2,19.102222162716988,72.83227674531503,urban,20600713
1199,4,4,19.13655930657064,72.97174753729327,suburban,1000000
5588,3,1,18.94438813633813,72.75974731079592,suburban,32746597
9831,5,1,19.14861467832288,72.79913248117414,suburban,57617994
690,2,3,19.054764488635925,72.90055981555398,urban,13899705
1480,3,3,18.88978977948391,72.60239605294095,rural,2151673
3475,5,4,19.27444036418666,72.66583728431767,rural,12459257
6602,5,1,19.077679270324598,72.8284278663975,urban,49430581
1684,1,3,19.218232384658506,72.93429960030019,suburban,17185340
3827,5,4,19.128815282362005,72.75060206650426,suburban,19116441
3894,3,1,18.97542738193959,72.82042214974561,suburban,16102301
8819,4,2,19.10375473170652,72.91682598299225,urban,67264443
2316,3,3,18.973088131894702,72.79236566036374,suburban,10386755
6354,2,2,19.094217852606633,72.85554466106863,urban,48409064
7209,5,1,19.031501371499214,72.89428517290986,urban,60803660
1069,5,4,19.174571979353377,72.92889621497018,suburban,8169613
5942,5,4,19.195920192924596,72.82133286669342,suburban,28726077
2395,5,1,18.994867372258007,72.93656664704365,suburban,10404877
3233,1,2,18.973557276554697,72.79703599676208,suburban,13080645
4363,1,4,19.028141239560483,72.89396985375394,urban,23794185
7955,4,3,18.989422631103658,72.7562962430272,suburban,45403752
4514,5,2,19.091125418590973,72.90698927110044,urban,39510845
2186,2,2,19.189115807837627,72.9695725929242,suburban,18662581
3509,4,3,19.137958210676487,73.00564434131563,suburban,20626996
8306,5,1,19.150629836708553,73.01396819126983,suburban,35143853
654,1,4,19.17386868423946,72.82595036983746,suburban,4222558
1909,2,2,18.961932923176434,72.93667478376884,suburban,10582907
1284,4,4,18.776984607295763,73.13518079558136,rural,6414943
8596,2,4,19.17930328849391,72.82332349177419,suburban,52602028
8060,5,2,18.933182233971497,72.75945952893245,suburban,35170871
7843,3,1,18.894824915487586,72.70011356961867,rural,25526485
7706,2,2,19.1467803874502,72.99728005615442,suburban,37698754
6096,2,1,19.127765817704265,72.75329427629644,suburban,43175720
6301,1,3,19.10848851196807,72.8632045437123,urban,52411577
3306,5,1,19.059861967998163,72.82888173357783,urban,25666456
1037,2,1,18.9272271017077,72.9889004339172,suburban,11324172
6486,5,2,19.135662140446133,72.75778519358491,suburban,32762086
2341,1,4,19.224828081837554,72.73264526408508,suburban,14328014
9216,5,4,18.780339210457555,73.04354507936807,rural,25627595
7471,1,1,19.05132432887912,72.83490126584593,urban,56611715
6125,1,1,19.223222659797145,72.9336974086647,suburban,36117349
3450,4,2,18.949183857542316,72.79011329125287,suburban,16274670
8492,5,1,19.126609590498187,72.80730061593061,suburban,29115797
5280,3,2,18.857313503272227,73.11549388648474,rural,10729231
2868,4,3,19.063735461486022,72.84373636955094,urban,31164619
7155,1,1,19.106004891682844,72.86096906813313,urban,61944883
8673,3,3,18.997311810220666,73.00413120384293,suburban,40394727
4995,2,1,19.217496128201077,72.94144424258572,suburban,16654759
9663,2,1,19.016712971627182,73.02379759589064,suburban,45600971
6502,4,3,19.255614436214866,72.59436714904903,rural,23582005
7114,3,3,19.095763225929527,72.83980050336993,urban,53931745
9858,5,2,18.97741443894593,72.74603949059384,suburban,40596247
6419,3,2,19.012740514527167,72.94488877495033,suburban,35908449
1353,4,3,19.305054374553123,73.13357551606501,rural,8385608
4646,5,1,19.30587283743783,72.58113452894185,rural,20800281
4269,5,2,19.19347885275083,72.94495055571953,suburban,12583235
1074,2,1,18.947635988874097,73.01211082099871,suburban,10436111
1648,3,4,19.04181958375445,72.85175879656425,urban,15162462
6793,5,2,19.117117570809512,72.85657040487997,urban,50084321
6957,4,2,18.944113948380288,72.95629372889104,suburban,27411411
8009,2,2,19.217445291283703,72.82337368263713,suburban,30653519
5277,5,4,19.00905382397656,72.80617283740936,suburban,24864401
4354,3,3,19.183631814974945,72.96027997189705,suburban,18437349
2991,2,1,19.008934162865888,72.92993376543811,suburban,14773471
3624,3,4,19.177741525996232,72.75873460359242,suburban,26258171
6191,3,3,19.115748638023398,72.87364686201616,urban,47781204
3551,3,2,19.026836947469295,72.89076526815968,urban,20313252
504,2,3,19.093513242960324,72.8798494989396,urban,1000000
5722,5,3,19.329395730536184,72.67916242801458,rural,18722485
5815,1,3,19.09245536639564,72.85221864292156,urban,40646775
5369,5,1,19.29444738639263,72.65395659040826,rural,15097841
1376,2,3,19.085844914367996,72.8306453708926,urban,17206450
9683,1,3,18.92703175050699,72.99933104739387,suburban,50840368
7527,1,3,18.897300495456463,73.03972659836651,rural,18524938
4642,1,3,18.994304438504145,72.80475215417502,suburban,18306529
7466,4,4,19.085292308780772,72.89487052166841,urban,68446490
7579,2,4,19.090517006935453,72.9140265583492,urban,54749077
8487,4,3,19.258813614660518,73.12321192447958,rural,36956729
7299,1,3,18.971206531010083,72.76930415975103,suburban,44183686
4965,4,3,18.986830687000875,73.01041928895839,suburban,25377811
1135,4,2,18.982549380238417,73.02097330712115,suburban,1000000
2193,2,3,19.09851337118333,72.91038660395556,urban,17843021
5252,3,3,19.04637743748455,72.8495217235533,urban,47666676
8811,4,4,18.950140854390163,72.75236932618236,suburban,43178883
1330,4,4,19.158249824069497,72.78784675080917,suburban,1644657
5677,1,4,19.068186225542973,72.92029288904033,urban,40649373
9432,1,1,18.926339222285936,72.74962738343056,suburban,47841432
8808,1,2,19.28478457489807,72.7176440830922,rural,27049139
6449,5,3,19.2802557358316,73.08033471137486,rural,19977214
3338,4,4,19.072363935859663,72.90290938447716,urban,25249520
1650,1,1,19.06581732226854,72.84278633854866,urban,12099979
8060,2,3,19.295202128928537,73.1703518771488,rural,19822522
2431,5,3,19.046574925507336,72.8668300501645,urban,21695080
9704,3,4,19.118779209522053,72.84006990587267,urban,75823870
2164,4,3,18.88790746372026,72.68836660311922,rural,5204249
1581,4,3,19.067073331971134,72.83568706739963,urban,9815855
1012,2,3,18.963081854542292,72.81779221354799,suburban,11636830
8305,3,4,18.975299161977397,72.97706686607253,suburban,43900334
5737,3,1,18.83011693296747,73.0923980387884,rural,19229201
1059,5,3,19.085645139641855,72.88832480599466,urban,7188709
4172,4,1,19.2282549943643,73.04648388518048,rural,11993773
7904,1,3,19.1937977333346,72.98537411270297,suburban,35208831
3843,2,4,19.200060780554388,72.7423817130794,suburban,26251002
4570,2,1,19.060506386618332,72.91080154030536,urban,29696646
1080,2,4,19.049760153386718,72.87381723736736,urban,4594001
7504,2,2,19.145432565202224,73.01908407421392,suburban,37684522
8630,1,3,19.004751310176918,72.75849866094312,suburban,37025872
3647,1,2,18.784474459524468,72.67255744777859,rural,15338568
4749,5,2,18.99147550688426,72.74697544170066,suburban,18038982
2179,4,2,18.947208164058523,73.01254990187276,suburban,10241898
4006,1,3,19.218406467703307,72.99013007288754,suburban,17229894
7753,5,4,19.19444367641854,72.80751523314564,suburban,42191818
3244,3,2,19.016905376027687,72.75812769697819,suburban,12774902
9935,4,1,19.041173317310022,72.92562298158684,urban,77407900
5688,1,3,18.790837336368398,72.59366844298951,rural,9834314
2641,3,4,19.19519811251435,72.99320794802922,suburban,8798447
7117,5,4,18.935943376468156,72.73958716036954,suburban,35787861
2979,1,2,18.93326850409249,72.98300834513981,suburban,13498755
6984,1,3,19.222794740216628,72.97411311877977,suburban,32860290
7921,3,2,19.063306214685845,72.89133262260198,urban,59182864
4952,1,1,19.09800989956257,72.89016555252886,urban,44409637
6381,2,4,19.30318444118243,73.07271661964378,rural,19457510
7165,1,4,19.116842889526136,72.82839125911697,urban,55618173
3349,4,3,19.012607097257032,72.81572268415002,suburban,23828190
7890,3,4,19.092274768896264,72.92287881064702,urban,54193854
7405,4,3,19.084281327321243,72.87387328971593,urban,68439963
2989,5,2,19.105234291181436,72.84379422674753,urban,16474256
9707,4,1,18.98786618836827,72.97432742405343,suburban,55584242
5111,2,3,18.98887143875915,72.81988948130756,suburban,17710742
3339,2,2,19.059549672033093,72.90728904332332,urban,25781504
9027,4,1,19.044249735484286,72.86236403739842,urban,66458887
6378,5,4,18.91626195677046,73.111265651724,rural,27240804
9587,1,1,19.212551646346217,73.0096115998502,suburban,50591537
6803,2,1,18.90545694662152,73.05111247733157,rural,17740535
1351,4,1,18.8250161278989,73.0340856181705,rural,5954031
2187,4,4,19.298870009765142,73.05887432064397,rural,7897940
7333,4,3,19.311982567635404,72.63580516883161,rural,24728298
2927,1,3,19.051606277542632,72.88664036132026,urban,21809228
4500,3,1,19.33354550692411,72.67205778835547,rural,8433211
5552,5,2,19.351952595570804,73.05000226427337,rural,5446426
3238,3,2,18.873738100725618,72.62228078626742,rural,6633452
6232,5,1,19.09304732998032,72.83798977340162,urban,49679894
5887,5,1,19.23571516294905,72.61900650485622,rural,12317226
8502,4,2,18.936506406910734,72.77573450441994,suburban,42804147
6036,2,1,18.955298216442344,72.96003975763533,suburban,35489265
4413,4,1,19.049004582571907,72.85150134118965,urban,35367324
1566,1,3,19.05956588502782,72.92204627330405,urban,8679221
8223,5,3,18.805273580200527,72.58730656321923,rural,28414800
4880,2,1,19.169377900408705,72.95040733166803,suburban,25512665
4607,5,1,19.114113441394814,72.87427318610146,urban,37822108
6226,5,4,19.301809895385837,72.70753413411083,rural,17006664
3873,4,3,19.06469948098086,72.86286885028655,urban,25160420
9445,2,1,18.93727013300758,72.82176985667877,suburban,48145925
2582,2,4,19.026824682527312,72.92225940139498,urban,22339515
9467,5,4,19.080804750283853,72.89794452444002,urban,70509498
7248,2,4,19.044713284969514,72.89312115390166,urban,56590768
917,2,4,19.114195766852774,72.84164801398337,urban,12826150
8806,4,3,19.03870816122733,72.85809779091495,urban,63142445
9308,3,4,19.00982741075246,72.81663541519067,suburban,50050818
4474,1,3,18.893926007913127,72.6276477650897,rural,10928600
3767,3,4,18.9607975208587,72.93963670699155,suburban,24626414
1325,2,4,19.065362868421154,72.86203709367226,urban,16934245
8168,5,2,19.057853146862985,72.92064322238197,urban,64002042
6245,1,3,18.814623881498342,73.04777731843704,rural,16703798
912,1,2,18.878266538711912,72.58100925311811,rural,1000000
8043,5,2,19.057953447433302,72.86291131161455,urban,57697381
